뉴스_요약
"20일 울산시 울주군이 시내버스 노선 개편으로 인한 주민 <b>불편</b>을 해소하기 위해 이순걸 군수와 관계 부서 공무원 등이 참여한 가운데 옛 언양터미널, 범서읍 천상리, 구영리 등 시내버스 주요 민원 현장을 찾아 주민... "
"울산 울주군은 20일 이순걸 군수와 관련 부서 공무원들이 시내버스 노선 개편으로 인한 주민 <b>불편</b>을 해소하기... 이어 버스에 탑승해 배차 간격 문제, 환승 <b>불편</b>, 혼잡도를 확인한 뒤 주민 요구사항을 반영한 세부적인 노선... "
<b>불편</b>이 계속되고 있습니다. 오늘(19일) 오전 7시 58분쯤 어룡역에서 곤제역 방향으로 운행 중인 경전철이 동력 변환 장치인 인버터 고장으로 멈춰 섰습니다. 출근길 승객들은 열차 안에 갇혀 30분 넘게 대기하는 <b>불편</b>을... 
이순걸 울주군수가 20일 언양과 범서 등 시내버스 주요 민원 현장 방문해 시내버스 노선 개편에 따른 주민 <b>불편</b>을 직접 들었다. 이번 현장 방문은 시내버스 노선 개편 이후 주민들이 겪는 <b>불편</b> 사항을 현장에서 직접... 
이 도시에 살고 있는 5만여 명의 사람들은 많은 <b>불편</b>을 겪고 있다. 포장으로 얼마든지 쾌적해질 수 있는... 모든 도로는 일방통행이며 행사 때 차량은 도시 밖에 두어야 하는 <b>불편</b>을 감수하고 있다. 물론 자처한... 
울산 울주군이 시내버스 노선 개편으로 인한 주민 <b>불편</b>을 해소하기 위해 본격적인 현장 점검에 나섰다.... 이번 현장 방문은 시내버스 노선 개편 이후 주민들이 겪는 <b>불편</b>을 현장에서 직접 체험하고 해소 방안을 마련하기... 
"20일 울산시 울주군이 시내버스 노선 개편으로 인한 주민 <b>불편</b>을 해소하기 위해 이순걸 군수와 관계 부서 공무원 등이 참여한 가운데 옛 언양터미널, 범서읍 천상리, 구영리 등 시내버스 주요 민원 현장을 찾아 주민... "
"20일 울산시 울주군이 시내버스 노선 개편으로 인한 주민 <b>불편</b>을 해소하기 위해 이순걸 군수와 관계 부서 공무원 등이 참여한 가운데 옛 언양터미널, 범서읍 천상리, 구영리 등 시내버스 주요 민원 현장을 찾아 주민... "
"20일 울산시 울주군이 시내버스 노선 개편으로 인한 주민 <b>불편</b>을 해소하기 위해 이순걸 군수와 관계 부서 공무원 등이 참여한 가운데 옛 언양터미널, 범서읍 천상리, 구영리 등 시내버스 주요 민원 현장을 찾아 주민... "
<b>불편</b>을 해소하기 위해 현장 행정에 나섰다. 울주군은 20일 이순걸 군수와 관계 부서 공무원 등이 참여한 가운데 언양과 범서 등 시내버스 주요 민원 현장 방문을 했다. 이는 시내버스 노선 개편 이후 주민들이 겪는 <b>불편</b>을... 
<b>불편</b>을 해소하기 위해 현장 행정에 나섰다. 울주군은 20일 이순걸 군수와 관계 부서 공무원 등이 참여한 가운데 언양과 범서 등 시내버스 주요 민원 현장 방문을 했다. 이는 시내버스 노선 개편 이후 주민들이 겪는 <b>불편</b>을... 
18일 오전 폭설로 인해 의정부경전철 운행이 한때 중단돼 출근길 시민들이 <b>불편</b>을 겪었다. 의정부경전철 등... 이 사고로 인해 열차 운행이 2시간 10분간 중단되면서 출근길 승객들이 전동차를 이용하지 못하는 <b>불편</b>을... 
학교법인과 토지 소유자 간 갈등으로 4개월째 이어지던 광주 대광여고·서진여고 학생들의 통학로 <b>불편</b>... 통행에 <b>불편</b>이 발생했다. 민간개발업체는 2016년 해당 부지를 낙찰받은 뒤 인도 절차가 지지부진하자 소유권을... 
