peopleCd,peopleNm,peopleNmEn,repRoleNm,filmoNames
20065477,조용관,CHO Yong-kwan,메이킹필름,"검은 수녀들|동화지만 청불입니다|청설|아마존 활명수|필사의 추격|파묘|웅남이|드라이브|설계자|폭로|잠|롱디|고속도로 가족|정직한 후보2|늑대사냥|비상선언|더 킬러: 죽어도 되는 아이|당신이 잠든 사이|시민덕희|콘크리트 유토피아|스위치|젠틀맨|그 겨울, 나는|데시벨|같은 속옷을 입는 두 여자|썬더버드|어웨이크|룸 쉐어링|마녀(魔女) Part2. The Other One|스텔라|해피 뉴 이어|장르만 로맨스|싱크홀|랑종|파이프라인|3일의 휴가|1947 보스톤|이상한 나라의 수학자|해적: 도깨비 깃발|미드나이트|더 박스|새해전야|소리도 없이|오! 문희|소리꾼|#살아있다|히트맨|남산의 부장들|아직 사랑하고 있습니까?|감쪽같은 그녀|82년생 김지영|퍼펙트맨|기방도령|어린 의뢰인|왓칭|로망|사자|항거:유관순 이야기|기묘한 가족|언더독|언니|도어락|뷰티풀 데이즈|안시성|상류사회|레슬러|마약왕|미쓰백|목격자|더 펜션|바람 바람 바람|반드시 잡는다|부라더|박열|특별시민|보통사람|해빙|그대 이름은 장미|살인자의 기억법|원라인|혼숨|그물|덕혜옹주|우리들|여교사|럭키|엽기적인 그녀 2|섬. 사라진 사람들|좋아해줘|로봇, 소리|오빠생각|잡아야 산다|대호|미안해 사랑해 고마워|더 폰|특종: 량첸살인기|서부전선|탐정 : 더 비기닝|뷰티 인사이드|쓰리 썸머 나잇|연애의 맛|스물|상의원|패션왕|나의 독재자|우리는 형제입니다|마담 뺑덕|레쓰링|해적: 바다로 간 산적|소녀괴담|도희야|내 연애의 기억|군도: 민란의 시대|가시|우아한 거짓말|남자가 사랑할 때|용의자|친구 2|더 파이브|배우는 배우다|히어로|깡철이|더 테러 라이브|은밀하게 위대하게|세계일주|자극의 세기|전설의 주먹|남자사용설명서|반창꼬|돈 크라이 마미|회사원|공모자들|가비|간기남|투혼|기생령|페스티발|폐가|허밍|아랑|생, 날선생|가발|간 큰 가족|잠복근무|공공의 적 2|연애술사|마파도|B형 남자친구|여선생 VS 여제자|귀신이 산다|바람의 파이터|분신사바|인형사|늑대의 유혹|아라한 장풍대작전|마지막 늑대|맹부삼천지교|그녀를 믿지 마세요|실미도|...ing|위대한 유산|불어라 봄바람|첫사랑 사수 궐기 대회|선생 김봉두|동갑내기 과외하기|광복절 특사|밀애|YMCA야구단|오아시스|재밌는 영화|아프리카|잎새|소름|신라의 달밤|썸머 타임|파라다이스빌라|청출어람|무서운 이야기|인류멸망 보고서"
20315237,김하람,,스틸,검은 수녀들|스텔라|괴기맨숀|완벽한 타인
10008207,노주한,NO Ju-han,스틸,"검은 수녀들|리볼버|노량: 죽음의 바다|서울의 봄|화란|헌트|콘크리트 유토피아|마녀(魔女) Part2. The Other One|킹메이커|자산어보|#살아있다|사라진 시간|나를 찾아줘|나쁜 녀석들: 더 무비|나랏말싸미|걸캅스|돈|마녀|밤치기|염력|남한산성|불한당: 나쁜 놈들의 세상|마스터|걷기왕|아수라|봉이 김선달|대호|도리화가|순수의 시대|사도|국제시장|좋은 친구들|명량|감기|몽타주|신세계|광해, 왕이 된 남자|바람과 함께 사라지다|연가시|577 프로젝트|7광구|평양성|헬로우 고스트|페스티발|심야의 F.M.|방가? 방가!|구르믈 버서난 달처럼|평행이론|용서는 없다|불꽃처럼 나비처럼|추격자|허밍|색즉시공 시즌2|사랑|권순분여사 납치사건|우아한 세계|라디오 스타|두뇌유희프로젝트, 퍼즐|손님은 왕이다|왕의 남자|잠복근무|공공의 적 2"
20147205,차매옥,,홍보/마케팅 진행,검은 수녀들|설계자|브로커|#살아있다|가장 보통의 연애|국가부도의 날|골든슬럼버|마스터|두근두근 내 인생|좋은 친구들|황제를 위하여|감시자들|내 아내의 모든 것|하울링|초능력자|전우치|서양 골동 양과자점 앤티크|행복|그놈 목소리|여고괴담 4 : 목소리
20391429,김다솜,,VFX 매니지먼트,검은 수녀들|히든페이스|탈출: 프로젝트 사일런스|댓글부대|파일럿|설계자|서울의 봄|천박사 퇴마 연구소: 설경의 비밀|달짝지근해: 7510|비공식작전
20391428,김은진,,VFX 매니지먼트,검은 수녀들|히든페이스|탈출: 프로젝트 사일런스|댓글부대|파일럿|밀수|설계자|서울의 봄|천박사 퇴마 연구소: 설경의 비밀|달짝지근해: 7510|비공식작전|범죄도시2|한산 리덕스|한산: 용의 출현|마녀(魔女) Part2. The Other One
20396927,김선아,,VFX 아티스트,검은 수녀들|히든페이스|탈출: 프로젝트 사일런스|파일럿|설계자
20391419,이은비,,VFX 아티스트,검은 수녀들|히든페이스|탈출: 프로젝트 사일런스|댓글부대|파일럿|설계자|서울의 봄|천박사 퇴마 연구소: 설경의 비밀|달짝지근해: 7510|비공식작전
20398696,김수진,,VFX 아티스트,검은 수녀들|히든페이스|설계자
20380716,조연우,,VFX 아티스트,검은 수녀들|히든페이스|탈출: 프로젝트 사일런스|댓글부대|파일럿|밀수|설계자|서울의 봄|천박사 퇴마 연구소: 설경의 비밀|달짝지근해: 7510|비공식작전|헌트|범죄도시2|콘크리트 유토피아|한산 리덕스|한산: 용의 출현|마녀(魔女) Part2. The Other One|연애 빠진 로맨스
20288652,조재연,,VFX 아티스트,검은 수녀들|히든페이스|탈출: 프로젝트 사일런스|댓글부대|파일럿|밀수|설계자|서울의 봄|천박사 퇴마 연구소: 설경의 비밀|달짝지근해: 7510|비공식작전|헌트|범죄도시2|콘크리트 유토피아|한산 리덕스|한산: 용의 출현|마녀(魔女) Part2. The Other One|해피 뉴 이어|연애 빠진 로맨스|유체이탈자|백두산|지푸라기라도 잡고 싶은 짐승들|완벽한 타인|7년의 밤|강철비|장산범
20314452,석지나,,VFX 아티스트,검은 수녀들|히든페이스|탈출: 프로젝트 사일런스|댓글부대|파일럿|밀수|설계자|서울의 봄|천박사 퇴마 연구소: 설경의 비밀|달짝지근해: 7510|비공식작전|헌트|범죄도시2|콘크리트 유토피아|한산 리덕스|한산: 용의 출현|마녀(魔女) Part2. The Other One|해피 뉴 이어|연애 빠진 로맨스|유체이탈자|반도|백두산|완벽한 타인|7년의 밤
20124829,조경훈,JO Kyung-hoon,VFX 슈퍼바이저,검은 수녀들|히든페이스|탈출: 프로젝트 사일런스|댓글부대|파일럿|밀수|설계자|서울의 봄|천박사 퇴마 연구소: 설경의 비밀|달짝지근해: 7510|비공식작전|헌트|범죄도시2|콘크리트 유토피아|한산 리덕스|한산: 용의 출현|마녀(魔女) Part2. The Other One|해피 뉴 이어|연애 빠진 로맨스|유체이탈자|지푸라기라도 잡고 싶은 짐승들|완벽한 타인|7년의 밤|염력|강철비|브이아이피|장산범|불한당: 나쁜 놈들의 세상|보안관|더 킹|아수라|덕혜옹주|굿바이 싱글|아가씨|럭키|검사외전|대호|뷰티 인사이드|암살|베테랑|스물|빅매치|나의 독재자|타짜-신의 손|우는 남자|표적|유령|군도: 민란의 시대|만신|남자가 사랑할 때|화이: 괴물을 삼킨 아이|감기|설국열차|은밀하게 위대하게|금지된 장난|런닝맨|뒷담화: 감독이 미쳤어요|베를린|간첩|하울링|달빛 길어올리기|아이들...|평양성|글러브|쩨쩨한 로맨스|이층의 악당|페스티발|초능력자|무적자|인플루언스|악마를 보았다|아저씨|방자전|비밀애|호우시절|국가대표|날아라 펭귄|자각몽|청출어람
20376151,김현지,,DI팀,"침범|검은 수녀들|뽀로로 극장판 바닷속 대모험|탈주|파일럿|뽀로로 극장판 슈퍼스타 대모험|웅남이|용감한 시민|천박사 퇴마 연구소: 설경의 비밀|잠|달짝지근해: 7510|악마들|크리스마스 캐럴|극장판 뽀로로와 친구들: 바이러스를 없애줘!|탄생|늑대사냥|리미트|뽀로로 극장판 드래곤캐슬 대모험|옥수역귀신|같은 속옷을 입는 두 여자|공조2: 인터내셔날|말임씨를 부탁해|장르만 로맨스|쇼미더고스트|방법: 재차의|발신제한|파이프라인|아무도 없는 곳|대외비|행복의 속도|번개의 이동, 번뇌번개"
20389927,이성현,,DI팀,침범|검은 수녀들|뽀로로 극장판 바닷속 대모험|탈주|하이재킹|파일럿|뽀로로 극장판 슈퍼스타 대모험|용감한 시민|천박사 퇴마 연구소: 설경의 비밀|달짝지근해: 7510|커튼콜
20143958,정고은,JUNG Ko-eun,VFX 매니지먼트,"침범|검은 수녀들|뽀로로 극장판 바닷속 대모험|베테랑2|탈주|하이재킹|1980|파묘|파일럿|뽀로로 극장판 슈퍼스타 대모험|밀수|웅남이|용감한 시민|천박사 퇴마 연구소: 설경의 비밀|잠|달짝지근해: 7510|악마들|크리스마스 캐럴|극장판 뽀로로와 친구들: 바이러스를 없애줘!|탄생|늑대사냥|리미트|뽀로로 극장판 드래곤캐슬 대모험|옥수역귀신|젠틀맨|같은 속옷을 입는 두 여자|공조2: 인터내셔날|말임씨를 부탁해|연애 빠진 로맨스|장르만 로맨스|쇼미더고스트|발신제한|파이프라인|아무도 없는 곳|대외비|마루이 비디오|자백|행복의 속도|기적|습도 다소 높음|서복|사바하|국가부도의 날|협상|안시성|인랑|변산|사라진 밤|염력|꾼|미옥|대장 김창수|남한산성|군함도|박열|하루|그대 이름은 장미|싱글라이더|목숨 건 연애|판도라|밀정|슈퍼 프렌즈|국가대표 2|부산행|궁합|순정|좋아해줘|조선마술사|극적인 하룻밤|순수의 시대|사도|장수상회|조선명탐정 : 사라진 놉의 딸|쎄시봉|강남 1970|국제시장|역린|방황하는 칼날|플랜맨|동창생|히어로|관상|숨바꼭질|고령화 가족|신세계|타워|도둑들|가비|마이 웨이|여배우들|보트|좋은 놈, 나쁜 놈, 이상한 놈 |가루지기|트럭|허밍|궁녀|권순분여사 납치사건|기담|1번가의 기적|최강로맨스|우아한 세계|마강호텔|일장춘몽"
20400038,이윤아,,DI팀,침범|검은 수녀들
10058216,이호우,Lee Ho-woo,DI팀,"침범|검은 수녀들|뽀로로 극장판 바닷속 대모험|하이재킹|파일럿|뽀로로 극장판 슈퍼스타 대모험|밀수|웅남이|용감한 시민|천박사 퇴마 연구소: 설경의 비밀|잠|달짝지근해: 7510|악마들|크리스마스 캐럴|탄생|늑대사냥|리미트|뽀로로 극장판 드래곤캐슬 대모험|옥수역귀신|젠틀맨|같은 속옷을 입는 두 여자|공조2: 인터내셔날|말임씨를 부탁해|장르만 로맨스|쇼미더고스트|방법: 재차의|발신제한|파이프라인|아무도 없는 곳|대외비|자백|행복의 속도|기적|습도 다소 높음|인생게임|비밀의 정원|럭키 몬스터|첫잔처럼|열두 번째 용의자|가장 보통의 연애|변신|광대들: 풍문조작단|기방도령|뽀로로 극장판 보물섬 대모험|기도하는 남자|너의 여자친구|웃는남자 감독판|영하의 바람|아워 바디|소은이의 무릎|막다른 골목의 추억|우상|증인|협상|인랑|임을 위한 행진곡|7년의 밤|목격자|더 펜션|뽀로로 극장판 공룡섬 대모험|반드시 잡는다|꾼|부라더|아이 캔 스피크|군함도|노무현입니다|다시, 벚꽃|어느날|보통사람|머니백|1급기밀|재꽃|원스텝|아티스트: 다시 태어나다|마스터|오 마이 파파|그물|죽여주는 여자|아수라|고산자, 대동여지도|최악의 하루|덕혜옹주|봉이 김선달|계춘할망|위대한 소원|커터|우리들의 일기|폭력의 법칙: 나쁜 피 두 번째 이야기|나홀로 휴가|섬. 사라진 사람들|그날의 분위기|대호|열정같은소리하고있네|4등|좋은 친구들 |배꼽|슈퍼스타|멋진 인생|회초리|서유기 리턴즈|헬로우 고스트|젓가락|부당거래|악마를 보았다|아저씨|방자전|내 남자의 순이|내 깡패 같은 애인|시|베스트셀러|끝과 시작|노르웨이의 숲|죽이고 싶은|나쁜 놈이 더 잘 잔다|구르믈 버서난 달처럼|의형제|전우치|여배우들|펜트하우스 코끼리|하늘과 바다|파주|토끼와 리저드|헬로우 마이 러브|반두비|거북이 달린다|로니를 찾아서|마더|우리 집에 왜 왔니|슬픔보다 더 슬픈 이야기|탈주|박쥐|걸스카우트|다찌마와리|뜨거운 것이 좋아|세븐 데이즈|엠|두 얼굴의 여친|즐거운 인생|죽어도 해피엔딩|만남의 광장|꽃미남 연쇄 테러 사건|화려한 휴가|뷰티풀 선데이|내 여자의 남자친구|마지막 밥상|전설의 고향|눈부신 날에|우아한 세계|조용한 세상|Mr.로빈 꼬시기|누가 그녀와 잤을까?|가을로|잘 살아보세|타짜|구미호 가족|예의없는 것들|아이스케키|스승의 은혜|짝패|국경의 남쪽|맨발의 기봉이|일장춘몽|괴물|황금시대|오감도|도쿄!"
20142117,주영견,JU Young-kyun,DI팀,
20391328,이지은,,DI팀,침범|검은 수녀들|뽀로로 극장판 바닷속 대모험|탈주|하이재킹|파일럿|뽀로로 극장판 슈퍼스타 대모험|용감한 시민|달짝지근해: 7510
20378338,김제현,,DI팀,침범|검은 수녀들|뽀로로 극장판 바닷속 대모험|탈주|하이재킹|파일럿|웅남이|용감한 시민|천박사 퇴마 연구소: 설경의 비밀|잠|달짝지근해: 7510|비닐하우스|헌트|헤어질 결심|브로커|범죄도시2|부기나이트|니 부모 얼굴이 보고 싶다|마녀(魔女) Part2. The Other One|킹메이커|경관의 피|모가디슈|해적: 도깨비 깃발
20384076,최겸,,DI팀,침범|검은 수녀들|뽀로로 극장판 바닷속 대모험|탈주|파일럿|뽀로로 극장판 슈퍼스타 대모험|밀수|웅남이|용감한 시민|천박사 퇴마 연구소: 설경의 비밀|잠|달짝지근해: 7510|악마들|크리스마스 캐럴|극장판 뽀로로와 친구들: 바이러스를 없애줘!|탄생|늑대사냥|뽀로로 극장판 드래곤캐슬 대모험|옥수역귀신|젠틀맨|같은 속옷을 입는 두 여자|공조2: 인터내셔날|자백
20384061,우석인,,DI팀,침범|검은 수녀들|폭락|뽀로로 극장판 바닷속 대모험|탈주|하이재킹|파일럿|밀수|웅남이|용감한 시민|천박사 퇴마 연구소: 설경의 비밀|잠|달짝지근해: 7510|악마들|크리스마스 캐럴|극장판 뽀로로와 친구들: 바이러스를 없애줘!|탄생|늑대사냥|뽀로로 극장판 드래곤캐슬 대모험|옥수역귀신|젠틀맨|같은 속옷을 입는 두 여자|공조2: 인터내셔날|자백|에볼루션
20384077,박용운,,DI팀,침범|검은 수녀들|뽀로로 극장판 바닷속 대모험|탈주|하이재킹|파일럿|뽀로로 극장판 슈퍼스타 대모험|밀수|웅남이|용감한 시민|천박사 퇴마 연구소: 설경의 비밀|잠|달짝지근해: 7510|악마들|크리스마스 캐럴|극장판 뽀로로와 친구들: 바이러스를 없애줘!|탄생|늑대사냥|뽀로로 극장판 드래곤캐슬 대모험|옥수역귀신|젠틀맨|같은 속옷을 입는 두 여자|공조2: 인터내셔날|자백
20316530,장동원,,DI팀,침범|검은 수녀들|문워크|뽀로로 극장판 바닷속 대모험|탈주|하이재킹|파일럿|뽀로로 극장판 슈퍼스타 대모험|밀수|웅남이|용감한 시민|천박사 퇴마 연구소: 설경의 비밀|잠|달짝지근해: 7510|악마들|크리스마스 캐럴|극장판 뽀로로와 친구들: 바이러스를 없애줘!|탄생|늑대사냥|리미트|뽀로로 극장판 드래곤캐슬 대모험|옥수역귀신|젠틀맨|같은 속옷을 입는 두 여자|공조2: 인터내셔날|말임씨를 부탁해|장르만 로맨스|쇼미더고스트|최선의 삶|방법: 재차의|발신제한|파이프라인|아무도 없는 곳|대외비|자백|매미소리|기적|어른들은 몰라요|애비규환|국도극장: 감독판|국도극장|임신한 나무와 도깨비|집 이야기|윤희에게|버티고|타짜: 원 아이드 잭|우리집|굿바이 썸머|롱 리브 더 킹: 목포 영웅|로망|진범|보희와 녹양|생일|사바하|영주|박화영|히치하이크|샘|변산|일장춘몽|우리 지금 만나
20259934,김원학,,DI팀,"침범|검은 수녀들|뽀로로 극장판 바닷속 대모험|필사의 추격|탈주|하이재킹|파일럿|뽀로로 극장판 슈퍼스타 대모험|밀수|웅남이|용감한 시민|천박사 퇴마 연구소: 설경의 비밀|잠|달짝지근해: 7510|악마들|크리스마스 캐럴|극장판 뽀로로와 친구들: 바이러스를 없애줘!|탄생|늑대사냥|리미트|뽀로로 극장판 드래곤캐슬 대모험|옥수역귀신|젠틀맨|같은 속옷을 입는 두 여자|공조2: 인터내셔날|말임씨를 부탁해|장르만 로맨스|쇼미더고스트|방법: 재차의|발신제한|파이프라인|아무도 없는 곳|대외비|자백|행복의 속도|기적|국제수사|들리나요?|길|인생게임|비밀의 정원|럭키 몬스터|프랑스여자|정직한 후보|카센타|얼굴없는 보스|첫잔처럼|가장 보통의 연애|변신|기방도령|왓칭|미스터 주: 사라진 VIP|어멍|사범|0.0MHz|크게 될 놈|다시, 봄|자전차왕 엄복동|극한직업|내안의 그놈|언니|리벤져|리스펙트|하나식당|여곡성|동네사람들|원더풀 고스트|양아치 느와르|식구|여중생A|데자뷰|비밥바룰라|치즈인더트랩|그것만이 내 세상|채비|폭력의 씨앗|내게 남은 사랑을|구세주: 리턴즈|로마의 휴일|컴, 투게더|탐하다: 욕망의 섬|왕을 참하라|그대 이름은 장미|미스 푸줏간|중독노래방|마차 타고 고래고래|아빠는 딸|루시드 드림|그래, 가족|사랑하기 때문에|커튼콜|두 남자|형|시소|착한아내|대결|올레|챌린지 게임|트릭|사냥|가을 우체국|원나잇스탠드|우주의 크리스마스|널 기다리며|일장춘몽"
20161479,최은석,CHOI Eun-suk,DI팀,
20141855,이혜민,LEE Hae-min,DI팀,"침범|검은 수녀들|뽀로로 극장판 바닷속 대모험|탈주|하이재킹|파일럿|드라이브|뽀로로 극장판 슈퍼스타 대모험|밀수|웅남이|용감한 시민|천박사 퇴마 연구소: 설경의 비밀|잠|달짝지근해: 7510|악마들|크리스마스 캐럴|극장판 뽀로로와 친구들: 바이러스를 없애줘!|탄생|늑대사냥|리미트|뽀로로 극장판 드래곤캐슬 대모험|옥수역귀신|젠틀맨|같은 속옷을 입는 두 여자|공조2: 인터내셔날|말임씨를 부탁해|장르만 로맨스|쇼미더고스트|최선의 삶|방법: 재차의|발신제한|파이프라인|아무도 없는 곳|제8일의 밤|대외비|자백|매미소리|기적|어른들은 몰라요|애비규환|국도극장: 감독판|국도극장|임신한 나무와 도깨비|집 이야기|윤희에게|버티고|타짜: 원 아이드 잭|우리집|굿바이 썸머|롱 리브 더 킹: 목포 영웅|로망|진범|보희와 녹양|선희와 슬기|사바하|점박이 한반도의 공룡2 : 새로운 낙원|영주|박화영|썬키스 패밀리|히치하이크|이월|샘|살아남은 아이|변산|소공녀|메리 크리스마스 미스터 모|푸른노을|박열|괴물들|공조|나의 살던 고향은|일사각오|지렁이|여교사|배꼽|서유기 리턴즈|헬로우 고스트|젓가락|부당거래|악마를 보았다|아저씨|방자전|내 남자의 순이|시|베스트셀러|끝과 시작|노르웨이의 숲|죽이고 싶은|나쁜 놈이 더 잘 잔다|구르믈 버서난 달처럼|의형제|전우치|여배우들|펜트하우스 코끼리|하늘과 바다|파주|토끼와 리저드|헬로우 마이 러브|반두비|거북이 달린다|로니를 찾아서|마더|우리 집에 왜 왔니|슬픔보다 더 슬픈 이야기|마린보이|탈주|나는 행복합니다|박쥐|장례식의 멤버|서양 골동 양과자점 앤티크|그 남자의 책 198쪽|미쓰 홍당무|고고 70|모던보이|당신이 잠든 사이에|달려라 자전거|고死 : 피의 중간고사|좋은 놈, 나쁜 놈, 이상한 놈 |흑심모녀|아버지와 마리와 나|숙명|다찌마와리|GP 506|슈퍼맨이었던 사나이|뜨거운 것이 좋아|헨젤과 그레텔|색즉시공 시즌2|스카우트|세븐 데이즈|엠|행복|즐거운 인생|두 얼굴의 여친|죽어도 해피엔딩|이브의 유혹 - 그녀만의 테크닉|만남의 광장|이브의 유혹 - 키스|이브의 유혹 - 좋은아내|기담|이브의 유혹 - 엔젤|꽃미남 연쇄 테러 사건|화려한 휴가|뷰티풀 선데이|거울속으로|일장춘몽|생일|가장 빨리 달리는 남자|진주는 공부중|우리 지금 만나|오감도|도쿄!"
20111694,손승현,SON Seung-hyun,시각효과,"침범|검은 수녀들|폭락|베테랑2|탈주|하이재킹|1980|파묘|파일럿|밀수|웅남이|용감한 시민|천박사 퇴마 연구소: 설경의 비밀|잠|달짝지근해: 7510|크리스마스 캐럴|탄생|같은 속옷을 입는 두 여자|공조2: 인터내셔날|연애 빠진 로맨스|대외비|마루이 비디오|자백|행복의 속도|기적|습도 다소 높음|더러운 돈에 손대지 마라|서복|애월|엑시트|사바하|국가부도의 날|협상|안시성|인랑|변산|사라진 밤|염력|꾼|미옥|대장 김창수|남한산성|군함도|박열|하루|그대 이름은 장미|싱글라이더|뚜르: 내 생애 최고의 49일|목숨 건 연애|판도라|형|밀정|국가대표 2|부산행|궁합|순정|좋아해줘|조선마술사|극적인 하룻밤|순수의 시대|사도|화장|장수상회|조선명탐정 : 사라진 놉의 딸|쎄시봉|강남 1970|국제시장|두근두근 내 인생|역린|방황하는 칼날|동창생|히어로|관상|숨바꼭질|더 테러 라이브|고령화 가족|마이 라띠마|신세계|타워|도둑들|가비|미운오리새끼|페이스메이커|마이 웨이|최종병기 활|고지전|퀵|달빛 길어올리기|아이들...|평양성|글러브|쩨쩨한 로맨스|이층의 악당|페스티발|초능력자|무적자|악마를 보았다|아저씨|베스트셀러|구르믈 버서난 달처럼|비밀애|의형제|식객2 : 김치전쟁|홍길동의 후예|불신지옥|국가대표|그림자 살인|나는 행복합니다|미인도|모던보이|울학교 이티|영화는 영화다|님은 먼 곳에|걸스카우트|파인더|GP 506|마이 뉴 파트너|대한이, 민국씨|우리 생애 최고의 순간|식객|마이 파더|천년학|뷰티풀 선데이|소년은 울지 않는다|경의선|가을로|마이 캡틴 김대출|청연|태풍|혈의 누|잠복근무|역전의 명수|하류인생|아라한 장풍대작전|태극기 휘날리며|튜브|살인의 추억|클래식|마들렌|챔피언|취화선|피도 눈물도 없이|엽기적인 그녀|친구|번지점프를 하다|페이스|일장춘몽|촌철살인|시선 너머"
20155727,박상철,,VFX 슈퍼바이저,검은 수녀들|설계자|거미집|킬링 로맨스|화이트데이: 부서진 결계|이웃사촌|#살아있다|나를 찾아줘|니나 내나|두번할까요|왓칭|자전차왕 엄복동|데자뷰|암수살인|부라더|그랜드파더|비밀은 없다|사돈의 팔촌|대배우|히말라야|미안해 사랑해 고마워|악의 연대기|타투|라이브 TV|경성학교: 사라진 소녀들|망원동 인공위성|고양이 장례식|도희야|인간중독|야간비행|하이힐|들개들|하이프 네이션 : 힙합사기꾼|캐치미|아티스트 봉만대|꼭두각시|점쟁이들|듀엣|백프로|부러진 화살|퍼펙트 게임|오늘|적과의 동침|마이 블랙 미니드레스|황해|무서운 이야기|무서운 이야기 '콩쥐 팥쥐'
20158683,권병학,,VFX 아티스트,검은 수녀들|설계자|거미집|킬링 로맨스|#살아있다|미스터 고|마이 웨이|최종병기 활|퀵|홍길동의 후예
20154205,윤성민,Sung-min Alvin Yun,VFX 매니지먼트,검은 수녀들|아침바다 갈매기는|탈출: 프로젝트 사일런스|범죄도시4|댓글부대|외계+인 2부|천박사 퇴마 연구소: 설경의 비밀|비공식작전|탄생|늑대사냥|헌트|액션동자|B컷|콘크리트 유토피아|한산 리덕스|한산: 용의 출현|마녀(魔女) Part2. The Other One|색다른 그녀|방법: 재차의|브로큰|미션 파서블|맞짱의 신: 시라소니| 범죄해결 특수반|결백|저 산 너머|기생충|막다른 골목의 추억|안시성|필동|신과함께-죄와 벌|대부업자: 소울 앤 캐시|가려진 시간|사냥|탐정 홍길동: 사라진 마을|연평해전|4등|곤충왕국 3D|명량|미스터 고|내 여자친구를 소개합니다|동해물과 백두산이|바람난 가족|거울속으로
20202035,김진희,Jinhee Kim,VFX 매니지먼트,검은 수녀들|아침바다 갈매기는|탈출: 프로젝트 사일런스|범죄도시4|댓글부대|외계+인 2부|천박사 퇴마 연구소: 설경의 비밀|비공식작전|탄생|늑대사냥|헌트|액션동자|B컷|한산 리덕스|한산: 용의 출현|마녀(魔女) Part2. The Other One|브로큰|더블패티|미션 파서블|맞짱의 신: 시라소니| 범죄해결 특수반|결백|저 산 너머|기생충|막다른 골목의 추억|안시성|대부업자: 소울 앤 캐시|명량
20382470,김승범,,VFX 아티스트,검은 수녀들|아침바다 갈매기는|탈출: 프로젝트 사일런스|범죄도시4|외계+인 2부|차박- 살인과 낭만의 밤|천박사 퇴마 연구소: 설경의 비밀|탄생|헌트|B컷|한산 리덕스|한산: 용의 출현
20156947,최수연,Su-yeon Choi,VFX 아티스트,검은 수녀들|탈출: 프로젝트 사일런스|외계+인 2부|헌트|한산 리덕스|한산: 용의 출현|마녀(魔女) Part2. The Other One|브로큰|다이노 타임|바르게 살자|내 생애 최악의 남자|사랑방 선수와 어머니|아들|오로라 공주|외출|박수칠 때 떠나라|공공의 적 2|여고괴담 4 : 목소리|태풍태양|썸|귀신이 산다|어린 신부|안녕! 유에프오|빙우
20250189,정석재,,VFX 슈퍼바이저,검은 수녀들|탈출: 프로젝트 사일런스|범죄도시4|외계+인 2부|차박- 살인과 낭만의 밤|비공식작전|탄생|늑대사냥|헌트|액션동자|B컷|한산 리덕스|한산: 용의 출현|마녀(魔女) Part2. The Other One|방법: 재차의|브로큰|미션 파서블| 범죄해결 특수반|맞짱의 신: 시라소니|결백|저 산 너머|인랑|물괴|탐정 홍길동: 사라진 마을
20288299,조원용,,VFX 아티스트,검은 수녀들|설계자|탄생|콘크리트 유토피아|변산|사라진 밤|염력|브이아이피
20389338,임수진,,VFX 아티스트,검은 수녀들|설계자|탄생
20389359,이강백,,시각효과,검은 수녀들|설계자|탄생
20182375,임지훈,LIM Ji-hoon,VFX 아티스트,검은 수녀들|드라이브|타겟|정직한 후보2|한산 리덕스|한산: 용의 출현|카시오페아|1947 보스톤|뜨거운 피|해적: 도깨비 깃발|히트맨|봉오동 전투|기생충|PMC: 더 벙커|신과함께-인과 연|독전|신과함께-죄와 벌|7호실|리얼|위대한 소원|나홀로 휴가|그날의 분위기|설지|열정같은소리하고있네|살인재능|오피스|쓰리 썸머 나잇|손님|메이드 인 차이나|차이나타운|내 심장을 쏴라|기술자들|거인|패션왕|맨홀|우는 남자|일대일|우아한 거짓말|관능의 법칙|피끓는 청춘|응징자|톱스타|깡철이|미스체인지|신의 선물
20164623,김주연,Ju-yeon Kim,VFX 아티스트,검은 수녀들|설계자|탄생|콘크리트 유토피아|해적: 도깨비 깃발|히트맨|봉오동 전투|엑시트|국가부도의 날|변산|사라진 밤|염력|브이아이피|아가씨|궁합|서부전선|해적: 바다로 간 산적|피크닉|미스터 고|박수건달|회사원|세상에서 가장 아름다운 이별|시|전우치|마더|박쥐|오이시맨|달콤한 거짓말|달려라 자전거|눈에는 눈 이에는 이|강철중: 공공의 적 1-1|숙명|추격자|경축! 우리사랑|마지막 선물|내 사랑|우리 동네|펀치레이디|바르게 살자|사랑|즐거운 인생|브라보 마이 라이프|내 생애 최악의 남자|챔피언 마빡이|사랑방 선수와 어머니|므이|아들|중천|한반도|국경의 남쪽|청연|태풍|강력 3반|달콤한 인생|여고생 시집가기|역도산
20154331,김성춘,,VFX 슈퍼바이저,검은 수녀들|설계자|탄생|콘크리트 유토피아|해적: 도깨비 깃발|히트맨|봉오동 전투|엑시트|국가부도의 날|변산|사라진 밤|염력|브이아이피|번개맨|해적: 바다로 간 산적|피크닉|다이노 타임|박수건달|회사원|오직 그대만|최종병기 활|고지전|마마|서유기 리턴즈|젓가락|악마를 보았다|아저씨|방자전|내 남자의 순이|시|베스트셀러|구르믈 버서난 달처럼|의형제|전우치|원더풀 데이즈
20367746,임영운,,VFX 아티스트,"검은 수녀들|거미집|늑대사냥|결혼, 하겠나?|시동"
